,datetime,action,profit
4775,2022-05-19 17:45:00,0,0
4776,2022-05-19 18:00:00,0,0
4777,2022-05-19 18:15:00,0,0
4778,2022-05-19 18:30:00,0,0
4779,2022-05-19 18:45:00,0,0
4780,2022-05-19 19:00:00,0,0
4781,2022-05-19 19:15:00,0,0
4782,2022-05-19 19:30:00,0,0
4783,2022-05-19 19:45:00,0,0
4784,2022-05-19 20:00:00,0,0
4785,2022-05-19 20:15:00,0,0
4786,2022-05-19 20:30:00,0,0
4787,2022-05-19 20:45:00,0,0
4788,2022-05-19 21:00:00,0,0
4789,2022-05-19 21:15:00,0,0
4790,2022-05-19 21:30:00,0,0
4791,2022-05-19 21:45:00,0,0
4792,2022-05-19 22:00:00,0,0
4793,2022-05-19 22:15:00,0,0
4794,2022-05-19 22:30:00,0,0
4795,2022-05-19 22:45:00,0,0
4796,2022-05-19 23:00:00,0,0
4797,2022-05-19 23:15:00,0,0
4798,2022-05-19 23:30:00,0,0
4799,2022-05-19 23:45:00,0,0
4800,2022-05-20 00:00:00,0,0
4801,2022-05-20 00:15:00,0,0
4802,2022-05-20 00:30:00,0,0
4803,2022-05-20 00:45:00,0,0
4804,2022-05-20 01:00:00,0,0
4805,2022-05-20 01:15:00,0,0
4806,2022-05-20 01:30:00,0,0
4807,2022-05-20 01:45:00,0,0
4808,2022-05-20 02:00:00,0,0
4809,2022-05-20 02:15:00,0,0
4810,2022-05-20 02:30:00,0,0
4811,2022-05-20 02:45:00,0,0
4812,2022-05-20 03:00:00,0,0
4813,2022-05-20 03:15:00,0,0
4814,2022-05-20 03:30:00,0,0
4815,2022-05-20 03:45:00,0,0
4816,2022-05-20 04:00:00,0,0
4817,2022-05-20 04:15:00,0,0
4818,2022-05-20 04:30:00,0,0
4819,2022-05-20 04:45:00,0,0
4820,2022-05-20 05:00:00,0,0
4821,2022-05-20 05:15:00,0,0
4822,2022-05-20 05:30:00,0,0
4823,2022-05-20 05:45:00,0,0
4824,2022-05-20 06:00:00,0,0
4825,2022-05-20 06:15:00,0,0
4826,2022-05-20 06:30:00,0,0
4827,2022-05-20 06:45:00,0,0
4828,2022-05-20 07:00:00,0,0
4829,2022-05-20 07:15:00,0,0
4830,2022-05-20 07:30:00,0,0
4831,2022-05-20 07:45:00,0,0
4832,2022-05-20 08:00:00,0,0
4833,2022-05-20 08:15:00,0,0
4834,2022-05-20 08:30:00,0,0
4835,2022-05-20 08:45:00,0,0
4836,2022-05-20 09:00:00,0,0
4837,2022-05-20 09:15:00,0,0
4838,2022-05-20 09:30:00,0,0
4839,2022-05-20 09:45:00,0,0
4840,2022-05-20 10:00:00,0,0
4841,2022-05-20 10:15:00,0,0
4842,2022-05-20 10:30:00,0,0
4843,2022-05-20 10:45:00,0,0
4844,2022-05-20 11:00:00,0,0
4845,2022-05-20 11:15:00,0,0
4846,2022-05-20 11:30:00,0,0
4847,2022-05-20 11:45:00,0,0
4848,2022-05-20 12:00:00,0,0
4849,2022-05-20 12:15:00,0,0
4850,2022-05-20 12:30:00,0,0
4851,2022-05-20 12:45:00,0,0
4852,2022-05-20 13:00:00,0,0
4853,2022-05-20 13:15:00,0,0
4854,2022-05-20 13:30:00,0,0
4855,2022-05-20 13:45:00,0,0
4856,2022-05-20 14:00:00,0,0
4857,2022-05-20 14:15:00,0,0
4858,2022-05-20 14:30:00,0,0
4859,2022-05-20 14:45:00,0,0
4860,2022-05-20 15:00:00,0,0
4861,2022-05-20 15:15:00,0,0
4862,2022-05-20 15:30:00,0,0
4863,2022-05-20 15:45:00,0,0
4864,2022-05-20 16:00:00,0,0
4865,2022-05-20 16:15:00,0,0
4866,2022-05-20 16:30:00,0,0
4867,2022-05-20 16:45:00,0,0
4868,2022-05-20 17:00:00,0,0
4869,2022-05-20 17:15:00,0,0
4870,2022-05-20 17:30:00,0,0
4871,2022-05-20 17:45:00,0,0
4872,2022-05-20 18:00:00,0,0
4873,2022-05-20 18:15:00,0,0
4874,2022-05-20 18:30:00,0,0
4875,2022-05-20 18:45:00,0,0
4876,2022-05-20 19:00:00,0,0
4877,2022-05-20 19:15:00,0,0
4878,2022-05-20 19:30:00,0,0
4879,2022-05-20 19:45:00,0,0
4880,2022-05-20 20:00:00,0,0
4881,2022-05-20 20:15:00,0,0
4882,2022-05-20 20:30:00,0,0
4883,2022-05-20 20:45:00,0,0
4884,2022-05-20 21:00:00,0,0
4885,2022-05-20 21:15:00,0,0
4886,2022-05-20 21:30:00,0,0
4887,2022-05-20 21:45:00,0,0
4888,2022-05-20 22:00:00,0,0
4889,2022-05-20 22:15:00,0,0
4890,2022-05-20 22:30:00,0,0
4891,2022-05-20 22:45:00,0,0
4892,2022-05-20 23:00:00,0,0
4893,2022-05-20 23:15:00,0,0
4894,2022-05-20 23:30:00,0,0
4895,2022-05-20 23:45:00,0,0
4896,2022-05-21 00:00:00,0,0
4897,2022-05-21 00:15:00,0,0
4898,2022-05-21 00:30:00,0,0
4899,2022-05-21 00:45:00,0,0
4900,2022-05-21 01:00:00,0,0
4901,2022-05-21 01:15:00,0,0
4902,2022-05-21 01:30:00,0,0
4903,2022-05-21 01:45:00,0,0
4904,2022-05-21 02:00:00,0,0
4905,2022-05-21 02:15:00,0,0
4906,2022-05-21 02:30:00,0,0
4907,2022-05-21 02:45:00,0,0
4908,2022-05-21 03:00:00,0,0
4909,2022-05-21 03:15:00,0,0
4910,2022-05-21 03:30:00,0,0
4911,2022-05-21 03:45:00,0,0
4912,2022-05-21 04:00:00,0,0
4913,2022-05-21 04:15:00,0,0
4914,2022-05-21 04:30:00,0,0
4915,2022-05-21 04:45:00,0,0
4916,2022-05-21 05:00:00,0,0
4917,2022-05-21 05:15:00,0,0
4918,2022-05-21 05:30:00,0,0
4919,2022-05-21 05:45:00,0,0
4920,2022-05-21 06:00:00,0,0
4921,2022-05-21 06:15:00,0,0
4922,2022-05-21 06:30:00,0,0
4923,2022-05-21 06:45:00,0,0
4924,2022-05-21 07:00:00,0,0
4925,2022-05-21 07:15:00,0,0
4926,2022-05-21 07:30:00,0,0
4927,2022-05-21 07:45:00,0,0
4928,2022-05-21 08:00:00,0,0
4929,2022-05-21 08:15:00,0,0
4930,2022-05-21 08:30:00,0,0
4931,2022-05-21 08:45:00,0,0
4932,2022-05-21 09:00:00,0,0
4933,2022-05-21 09:15:00,0,0
4934,2022-05-21 09:30:00,0,0
4935,2022-05-21 09:45:00,0,0
4936,2022-05-21 10:00:00,0,0
4937,2022-05-21 10:15:00,0,0
4938,2022-05-21 10:30:00,0,0
4939,2022-05-21 10:45:00,0,0
4940,2022-05-21 11:00:00,0,0
4941,2022-05-21 11:15:00,0,0
4942,2022-05-21 11:30:00,0,0
4943,2022-05-21 11:45:00,0,0
4944,2022-05-21 12:00:00,0,0
4945,2022-05-21 12:15:00,0,0
4946,2022-05-21 12:30:00,0,0
4947,2022-05-21 12:45:00,0,0
4948,2022-05-21 13:00:00,0,0
4949,2022-05-21 13:15:00,0,0
4950,2022-05-21 13:30:00,0,0
4951,2022-05-21 13:45:00,0,0
4952,2022-05-21 14:00:00,0,0
4953,2022-05-21 14:15:00,0,0
4954,2022-05-21 14:30:00,0,0
4955,2022-05-21 14:45:00,0,0
4956,2022-05-21 15:00:00,0,0
4957,2022-05-21 15:15:00,0,0
4958,2022-05-21 15:30:00,0,0
4959,2022-05-21 15:45:00,0,0
4960,2022-05-21 16:00:00,0,0
4961,2022-05-21 16:15:00,0,0
4962,2022-05-21 16:30:00,0,0
4963,2022-05-21 16:45:00,0,0
4964,2022-05-21 17:00:00,0,0
4965,2022-05-21 17:15:00,0,0
4966,2022-05-21 17:30:00,0,0
4967,2022-05-21 17:45:00,0,0
4968,2022-05-21 18:00:00,0,0
4969,2022-05-21 18:15:00,0,0
4970,2022-05-21 18:30:00,0,0
4971,2022-05-21 18:45:00,0,0
4972,2022-05-21 19:00:00,0,0
4973,2022-05-21 19:15:00,0,0
4974,2022-05-21 19:30:00,0,0
4975,2022-05-21 19:45:00,0,0
4976,2022-05-21 20:00:00,0,0
4977,2022-05-21 20:15:00,0,0
4978,2022-05-21 20:30:00,0,0
4979,2022-05-21 20:45:00,0,0
4980,2022-05-21 21:00:00,0,0
4981,2022-05-21 21:15:00,0,0
4982,2022-05-21 21:30:00,0,0
4983,2022-05-21 21:45:00,0,0
4984,2022-05-21 22:00:00,0,0
4985,2022-05-21 22:15:00,0,0
4986,2022-05-21 22:30:00,0,0
4987,2022-05-21 22:45:00,0,0
4988,2022-05-21 23:00:00,0,0
4989,2022-05-21 23:15:00,0,0
4990,2022-05-21 23:30:00,0,0
4991,2022-05-21 23:45:00,0,0
4992,2022-05-22 00:00:00,0,0
4993,2022-05-22 00:15:00,0,0
4994,2022-05-22 00:30:00,0,0
4995,2022-05-22 00:45:00,0,0
4996,2022-05-22 01:00:00,0,0
4997,2022-05-22 01:15:00,0,0
4998,2022-05-22 01:30:00,0,0
4999,2022-05-22 01:45:00,0,0
5000,2022-05-22 02:00:00,0,0
5001,2022-05-22 02:15:00,0,0
5002,2022-05-22 02:30:00,0,0
5003,2022-05-22 02:45:00,0,0
5004,2022-05-22 03:00:00,0,0
5005,2022-05-22 03:15:00,0,0
5006,2022-05-22 03:30:00,0,0
5007,2022-05-22 03:45:00,0,0
5008,2022-05-22 04:00:00,0,0
5009,2022-05-22 04:15:00,0,0
5010,2022-05-22 04:30:00,0,0
5011,2022-05-22 04:45:00,0,0
5012,2022-05-22 05:00:00,0,0
5013,2022-05-22 05:15:00,0,0
5014,2022-05-22 05:30:00,0,0
5015,2022-05-22 05:45:00,0,0
5016,2022-05-22 06:00:00,0,0
5017,2022-05-22 06:15:00,0,0
5018,2022-05-22 06:30:00,0,0
5019,2022-05-22 06:45:00,0,0
5020,2022-05-22 07:00:00,0,0
5021,2022-05-22 07:15:00,0,0
5022,2022-05-22 07:30:00,0,0
5023,2022-05-22 07:45:00,0,0
5024,2022-05-22 08:00:00,0,0
5025,2022-05-22 08:15:00,0,0
5026,2022-05-22 08:30:00,0,0
5027,2022-05-22 08:45:00,0,0
5028,2022-05-22 09:00:00,0,0
5029,2022-05-22 09:15:00,0,0
5030,2022-05-22 09:30:00,0,0
5031,2022-05-22 09:45:00,0,0
5032,2022-05-22 10:00:00,0,0
5033,2022-05-22 10:15:00,0,0
5034,2022-05-22 10:30:00,0,0
5035,2022-05-22 10:45:00,0,0
5036,2022-05-22 11:00:00,0,0
5037,2022-05-22 11:15:00,0,0
5038,2022-05-22 11:30:00,0,0
5039,2022-05-22 11:45:00,0,0
5040,2022-05-22 12:00:00,0,0
5041,2022-05-22 12:15:00,0,0
5042,2022-05-22 12:30:00,0,0
5043,2022-05-22 12:45:00,0,0
5044,2022-05-22 13:00:00,0,0
5045,2022-05-22 13:15:00,0,0
5046,2022-05-22 13:30:00,0,0
5047,2022-05-22 13:45:00,0,0
5048,2022-05-22 14:00:00,0,0
5049,2022-05-22 14:15:00,0,0
5050,2022-05-22 14:30:00,0,0
5051,2022-05-22 14:45:00,0,0
5052,2022-05-22 15:00:00,0,0
5053,2022-05-22 15:15:00,0,0
5054,2022-05-22 15:30:00,0,0
5055,2022-05-22 15:45:00,0,0
5056,2022-05-22 16:00:00,0,0
5057,2022-05-22 16:15:00,0,0
5058,2022-05-22 16:30:00,0,0
5059,2022-05-22 16:45:00,0,0
5060,2022-05-22 17:00:00,0,0
5061,2022-05-22 17:15:00,0,0
5062,2022-05-22 17:30:00,0,0
5063,2022-05-22 17:45:00,0,0
5064,2022-05-22 18:00:00,0,0
5065,2022-05-22 18:15:00,0,0
5066,2022-05-22 18:30:00,0,0
5067,2022-05-22 18:45:00,0,0
5068,2022-05-22 19:00:00,0,0
5069,2022-05-22 19:15:00,0,0
5070,2022-05-22 19:30:00,0,0
5071,2022-05-22 19:45:00,0,0
5072,2022-05-22 20:00:00,0,0
5073,2022-05-22 20:15:00,0,0
5074,2022-05-22 20:30:00,0,0
5075,2022-05-22 20:45:00,0,0
5076,2022-05-22 21:00:00,0,0
5077,2022-05-22 21:15:00,0,0
5078,2022-05-22 21:30:00,0,0
5079,2022-05-22 21:45:00,0,0
5080,2022-05-22 22:00:00,0,0
5081,2022-05-22 22:15:00,0,0
5082,2022-05-22 22:30:00,0,0
5083,2022-05-22 22:45:00,0,0
5084,2022-05-22 23:00:00,0,0
5085,2022-05-22 23:15:00,0,0
5086,2022-05-22 23:30:00,0,0
5087,2022-05-22 23:45:00,0,0
5088,2022-05-23 00:00:00,0,0
5089,2022-05-23 00:15:00,0,0
5090,2022-05-23 00:30:00,0,0
5091,2022-05-23 00:45:00,0,0
5092,2022-05-23 01:00:00,0,0
5093,2022-05-23 01:15:00,0,0
5094,2022-05-23 01:30:00,0,0
5095,2022-05-23 01:45:00,0,0
5096,2022-05-23 02:00:00,0,0
5097,2022-05-23 02:15:00,0,0
5098,2022-05-23 02:30:00,0,0
5099,2022-05-23 02:45:00,0,0
5100,2022-05-23 03:00:00,0,0
5101,2022-05-23 03:15:00,0,0
5102,2022-05-23 03:30:00,0,0
5103,2022-05-23 03:45:00,0,0
5104,2022-05-23 04:00:00,0,0
5105,2022-05-23 04:15:00,0,0
5106,2022-05-23 04:30:00,0,0
5107,2022-05-23 04:45:00,0,0
5108,2022-05-23 05:00:00,0,0
5109,2022-05-23 05:15:00,0,0
5110,2022-05-23 05:30:00,0,0
5111,2022-05-23 05:45:00,0,0
5112,2022-05-23 06:00:00,0,0
5113,2022-05-23 06:15:00,0,0
5114,2022-05-23 06:30:00,0,0
5115,2022-05-23 06:45:00,0,0
5116,2022-05-23 07:00:00,0,0
5117,2022-05-23 07:15:00,0,0
5118,2022-05-23 07:30:00,0,0
5119,2022-05-23 07:45:00,0,0
5120,2022-05-23 08:00:00,0,0
5121,2022-05-23 08:15:00,0,0
5122,2022-05-23 08:30:00,0,0
5123,2022-05-23 08:45:00,0,0
5124,2022-05-23 09:00:00,0,0
5125,2022-05-23 09:15:00,0,0
5126,2022-05-23 09:30:00,0,0
5127,2022-05-23 09:45:00,0,0
5128,2022-05-23 10:00:00,0,0
5129,2022-05-23 10:15:00,0,0
5130,2022-05-23 10:30:00,0,0
5131,2022-05-23 10:45:00,0,0
5132,2022-05-23 11:00:00,0,0
5133,2022-05-23 11:15:00,0,0
5134,2022-05-23 11:30:00,0,0
5135,2022-05-23 11:45:00,0,0
5136,2022-05-23 12:00:00,0,0
5137,2022-05-23 12:15:00,0,0
5138,2022-05-23 12:30:00,0,0
5139,2022-05-23 12:45:00,0,0
5140,2022-05-23 13:00:00,0,0
5141,2022-05-23 13:15:00,0,0
5142,2022-05-23 13:30:00,0,0
5143,2022-05-23 13:45:00,0,0
5144,2022-05-23 14:00:00,0,0
5145,2022-05-23 14:15:00,0,0
5146,2022-05-23 14:30:00,0,0
5147,2022-05-23 14:45:00,0,0
5148,2022-05-23 15:00:00,0,0
5149,2022-05-23 15:15:00,0,0
5150,2022-05-23 15:30:00,0,0
5151,2022-05-23 15:45:00,0,0
5152,2022-05-23 16:00:00,0,0
5153,2022-05-23 16:15:00,0,0
5154,2022-05-23 16:30:00,0,0
5155,2022-05-23 16:45:00,0,0
5156,2022-05-23 17:00:00,0,0
5157,2022-05-23 17:15:00,0,0
5158,2022-05-23 17:30:00,0,0
5159,2022-05-23 17:45:00,0,0
5160,2022-05-23 18:00:00,0,0
5161,2022-05-23 18:15:00,0,0
5162,2022-05-23 18:30:00,0,0
5163,2022-05-23 18:45:00,0,0
5164,2022-05-23 19:00:00,0,0
5165,2022-05-23 19:15:00,0,0
5166,2022-05-23 19:30:00,0,0
5167,2022-05-23 19:45:00,0,0
5168,2022-05-23 20:00:00,0,0
5169,2022-05-23 20:15:00,0,0
5170,2022-05-23 20:30:00,0,0
5171,2022-05-23 20:45:00,0,0
5172,2022-05-23 21:00:00,0,0
5173,2022-05-23 21:15:00,0,0
5174,2022-05-23 21:30:00,0,0
5175,2022-05-23 21:45:00,0,0
5176,2022-05-23 22:00:00,0,0
5177,2022-05-23 22:15:00,0,0
5178,2022-05-23 22:30:00,0,0
5179,2022-05-23 22:45:00,0,0
5180,2022-05-23 23:00:00,0,0
5181,2022-05-23 23:15:00,0,0
5182,2022-05-23 23:30:00,0,0
5183,2022-05-23 23:45:00,0,0
5184,2022-05-24 00:00:00,0,0
5185,2022-05-24 00:15:00,0,0
5186,2022-05-24 00:30:00,0,0
5187,2022-05-24 00:45:00,0,0
5188,2022-05-24 01:00:00,0,0
5189,2022-05-24 01:15:00,0,0
5190,2022-05-24 01:30:00,0,0
5191,2022-05-24 01:45:00,0,0
5192,2022-05-24 02:00:00,0,0
5193,2022-05-24 02:15:00,0,0
5194,2022-05-24 02:30:00,0,0
5195,2022-05-24 02:45:00,0,0
5196,2022-05-24 03:00:00,0,0
5197,2022-05-24 03:15:00,0,0
5198,2022-05-24 03:30:00,0,0
5199,2022-05-24 03:45:00,0,0
5200,2022-05-24 04:00:00,0,0
5201,2022-05-24 04:15:00,0,0
5202,2022-05-24 04:30:00,0,0
5203,2022-05-24 04:45:00,0,0
5204,2022-05-24 05:00:00,0,0
5205,2022-05-24 05:15:00,0,0
5206,2022-05-24 05:30:00,0,0
5207,2022-05-24 05:45:00,0,0
5208,2022-05-24 06:00:00,0,0
5209,2022-05-24 06:15:00,0,0
5210,2022-05-24 06:30:00,0,0
5211,2022-05-24 06:45:00,0,0
5212,2022-05-24 07:00:00,0,0
5213,2022-05-24 07:15:00,0,0
5214,2022-05-24 07:30:00,0,0
5215,2022-05-24 07:45:00,0,0
5216,2022-05-24 08:00:00,0,0
5217,2022-05-24 08:15:00,0,0
5218,2022-05-24 08:30:00,0,0
5219,2022-05-24 08:45:00,0,0
5220,2022-05-24 09:00:00,0,0
5221,2022-05-24 09:15:00,0,0
5222,2022-05-24 09:30:00,0,0
5223,2022-05-24 09:45:00,0,0
5224,2022-05-24 10:00:00,0,0
5225,2022-05-24 10:15:00,0,0
5226,2022-05-24 10:30:00,0,0
5227,2022-05-24 10:45:00,0,0
5228,2022-05-24 11:00:00,0,0
5229,2022-05-24 11:15:00,0,0
5230,2022-05-24 11:30:00,0,0
5231,2022-05-24 11:45:00,0,0
5232,2022-05-24 12:00:00,0,0
5233,2022-05-24 12:15:00,0,0
5234,2022-05-24 12:30:00,0,0
5235,2022-05-24 12:45:00,0,0
5236,2022-05-24 13:00:00,0,0
5237,2022-05-24 13:15:00,0,0
5238,2022-05-24 13:30:00,0,0
5239,2022-05-24 13:45:00,0,0
5240,2022-05-24 14:00:00,0,0
5241,2022-05-24 14:15:00,0,0
5242,2022-05-24 14:30:00,0,0
5243,2022-05-24 14:45:00,0,0
5244,2022-05-24 15:00:00,0,0
5245,2022-05-24 15:15:00,0,0
5246,2022-05-24 15:30:00,0,0
5247,2022-05-24 15:45:00,0,0
5248,2022-05-24 16:00:00,0,0
5249,2022-05-24 16:15:00,0,0
5250,2022-05-24 16:30:00,0,0
5251,2022-05-24 16:45:00,0,0
5252,2022-05-24 17:00:00,0,0
5253,2022-05-24 17:15:00,0,0
5254,2022-05-24 17:30:00,0,0
5255,2022-05-24 17:45:00,0,0
5256,2022-05-24 18:00:00,0,0
5257,2022-05-24 18:15:00,0,0
5258,2022-05-24 18:30:00,0,0
5259,2022-05-24 18:45:00,0,0
5260,2022-05-24 19:00:00,0,0
5261,2022-05-24 19:15:00,0,0
5262,2022-05-24 19:30:00,0,0
5263,2022-05-24 19:45:00,0,0
5264,2022-05-24 20:00:00,0,0
5265,2022-05-24 20:15:00,0,0
5266,2022-05-24 20:30:00,0,0
5267,2022-05-24 20:45:00,0,0
5268,2022-05-24 21:00:00,0,0
5269,2022-05-24 21:15:00,0,0
5270,2022-05-24 21:30:00,0,0
5271,2022-05-24 21:45:00,0,0
5272,2022-05-24 22:00:00,0,0
5273,2022-05-24 22:15:00,0,0
5274,2022-05-24 22:30:00,0,0
5275,2022-05-24 22:45:00,0,0
5276,2022-05-24 23:00:00,0,0
5277,2022-05-24 23:15:00,0,0
5278,2022-05-24 23:30:00,0,0
5279,2022-05-24 23:45:00,0,0
5280,2022-05-25 00:00:00,0,0
5281,2022-05-25 00:15:00,0,0
5282,2022-05-25 00:30:00,0,0
5283,2022-05-25 00:45:00,0,0
5284,2022-05-25 01:00:00,0,0
5285,2022-05-25 01:15:00,0,0
5286,2022-05-25 01:30:00,0,0
5287,2022-05-25 01:45:00,0,0
5288,2022-05-25 02:00:00,0,0
5289,2022-05-25 02:15:00,0,0
5290,2022-05-25 02:30:00,0,0
5291,2022-05-25 02:45:00,0,0
5292,2022-05-25 03:00:00,0,0
5293,2022-05-25 03:15:00,0,0
5294,2022-05-25 03:30:00,0,0
5295,2022-05-25 03:45:00,0,0
5296,2022-05-25 04:00:00,0,0
5297,2022-05-25 04:15:00,0,0
5298,2022-05-25 04:30:00,0,0
5299,2022-05-25 04:45:00,0,0
5300,2022-05-25 05:00:00,0,0
5301,2022-05-25 05:15:00,0,0
5302,2022-05-25 05:30:00,0,0
5303,2022-05-25 05:45:00,0,0
5304,2022-05-25 06:00:00,0,0
5305,2022-05-25 06:15:00,0,0
5306,2022-05-25 06:30:00,0,0
5307,2022-05-25 06:45:00,0,0
5308,2022-05-25 07:00:00,0,0
5309,2022-05-25 07:15:00,0,0
5310,2022-05-25 07:30:00,0,0
5311,2022-05-25 07:45:00,0,0
5312,2022-05-25 08:00:00,0,0
5313,2022-05-25 08:15:00,0,0
5314,2022-05-25 08:30:00,0,0
5315,2022-05-25 08:45:00,0,0
5316,2022-05-25 09:00:00,0,0
5317,2022-05-25 09:15:00,0,0
5318,2022-05-25 09:30:00,0,0
5319,2022-05-25 09:45:00,0,0
5320,2022-05-25 10:00:00,0,0
5321,2022-05-25 10:15:00,0,0
5322,2022-05-25 10:30:00,0,0
5323,2022-05-25 10:45:00,0,0
5324,2022-05-25 11:00:00,0,0
5325,2022-05-25 11:15:00,0,0
5326,2022-05-25 11:30:00,0,0
5327,2022-05-25 11:45:00,0,0
5328,2022-05-25 12:00:00,0,0
5329,2022-05-25 12:15:00,0,0
5330,2022-05-25 12:30:00,0,0
5331,2022-05-25 12:45:00,0,0
5332,2022-05-25 13:00:00,0,0
5333,2022-05-25 13:15:00,0,0
5334,2022-05-25 13:30:00,0,0
5335,2022-05-25 13:45:00,0,0
5336,2022-05-25 14:00:00,0,0
5337,2022-05-25 14:15:00,0,0
5338,2022-05-25 14:30:00,0,0
5339,2022-05-25 14:45:00,0,0
5340,2022-05-25 15:00:00,0,0
5341,2022-05-25 15:15:00,0,0
5342,2022-05-25 15:30:00,0,0
5343,2022-05-25 15:45:00,0,0
5344,2022-05-25 16:00:00,0,0
5345,2022-05-25 16:15:00,0,0
5346,2022-05-25 16:30:00,0,0
5347,2022-05-25 16:45:00,0,0
5348,2022-05-25 17:00:00,0,0
5349,2022-05-25 17:15:00,0,0
5350,2022-05-25 17:30:00,0,0
5351,2022-05-25 17:45:00,0,0
5352,2022-05-25 18:00:00,0,0
5353,2022-05-25 18:15:00,0,0
5354,2022-05-25 18:30:00,0,0
5355,2022-05-25 18:45:00,0,0
5356,2022-05-25 19:00:00,0,0
5357,2022-05-25 19:15:00,0,0
5358,2022-05-25 19:30:00,0,0
5359,2022-05-25 19:45:00,0,0
5360,2022-05-25 20:00:00,0,0
5361,2022-05-25 20:15:00,0,0
5362,2022-05-25 20:30:00,0,0
5363,2022-05-25 20:45:00,0,0
5364,2022-05-25 21:00:00,0,0
5365,2022-05-25 21:15:00,0,0
5366,2022-05-25 21:30:00,0,0
5367,2022-05-25 21:45:00,0,0
5368,2022-05-25 22:00:00,0,0
5369,2022-05-25 22:15:00,0,0
5370,2022-05-25 22:30:00,0,0
5371,2022-05-25 22:45:00,0,0
5372,2022-05-25 23:00:00,0,0
5373,2022-05-25 23:15:00,0,0
5374,2022-05-25 23:30:00,0,0
5375,2022-05-25 23:45:00,0,0
5376,2022-05-26 00:00:00,0,0
5377,2022-05-26 00:15:00,0,0
5378,2022-05-26 00:30:00,0,0
5379,2022-05-26 00:45:00,0,0
5380,2022-05-26 01:00:00,0,0
5381,2022-05-26 01:15:00,0,0
5382,2022-05-26 01:30:00,0,0
5383,2022-05-26 01:45:00,0,0
5384,2022-05-26 02:00:00,0,0
5385,2022-05-26 02:15:00,0,0
5386,2022-05-26 02:30:00,0,0
5387,2022-05-26 02:45:00,0,0
5388,2022-05-26 03:00:00,0,0
5389,2022-05-26 03:15:00,0,0
5390,2022-05-26 03:30:00,0,0
5391,2022-05-26 03:45:00,0,0
5392,2022-05-26 04:00:00,0,0
5393,2022-05-26 04:15:00,0,0
5394,2022-05-26 04:30:00,0,0
5395,2022-05-26 04:45:00,0,0
5396,2022-05-26 05:00:00,0,0
5397,2022-05-26 05:15:00,0,0
5398,2022-05-26 05:30:00,0,0
5399,2022-05-26 05:45:00,0,0
5400,2022-05-26 06:00:00,0,0
5401,2022-05-26 06:15:00,0,0
5402,2022-05-26 06:30:00,0,0
5403,2022-05-26 06:45:00,0,0
5404,2022-05-26 07:00:00,0,0
5405,2022-05-26 07:15:00,0,0
5406,2022-05-26 07:30:00,0,0
5407,2022-05-26 07:45:00,0,0
5408,2022-05-26 08:00:00,0,0
5409,2022-05-26 08:15:00,0,0
5410,2022-05-26 08:30:00,0,0
5411,2022-05-26 08:45:00,0,0
5412,2022-05-26 09:00:00,0,0
5413,2022-05-26 09:15:00,0,0
5414,2022-05-26 09:30:00,0,0
5415,2022-05-26 09:45:00,0,0
5416,2022-05-26 10:00:00,0,0
5417,2022-05-26 10:15:00,0,0
5418,2022-05-26 10:30:00,0,0
5419,2022-05-26 10:45:00,0,0
5420,2022-05-26 11:00:00,0,0
5421,2022-05-26 11:15:00,0,0
5422,2022-05-26 11:30:00,0,0
5423,2022-05-26 11:45:00,0,0
5424,2022-05-26 12:00:00,0,0
5425,2022-05-26 12:15:00,0,0
5426,2022-05-26 12:30:00,0,0
5427,2022-05-26 12:45:00,0,0
5428,2022-05-26 13:00:00,0,0
5429,2022-05-26 13:15:00,0,0
5430,2022-05-26 13:30:00,0,0
5431,2022-05-26 13:45:00,0,0
5432,2022-05-26 14:00:00,0,0
5433,2022-05-26 14:15:00,0,0
5434,2022-05-26 14:30:00,0,0
5435,2022-05-26 14:45:00,0,0
5436,2022-05-26 15:00:00,0,0
5437,2022-05-26 15:15:00,0,0
5438,2022-05-26 15:30:00,0,0
5439,2022-05-26 15:45:00,0,0
5440,2022-05-26 16:00:00,0,0
5441,2022-05-26 16:15:00,0,0
5442,2022-05-26 16:30:00,0,0
5443,2022-05-26 16:45:00,0,0
5444,2022-05-26 17:00:00,0,0
5445,2022-05-26 17:15:00,0,0
5446,2022-05-26 17:30:00,0,0
5447,2022-05-26 17:45:00,0,0
5448,2022-05-26 18:00:00,0,0
5449,2022-05-26 18:15:00,0,0
5450,2022-05-26 18:30:00,0,0
5451,2022-05-26 18:45:00,0,0
5452,2022-05-26 19:00:00,0,0
5453,2022-05-26 19:15:00,0,0
5454,2022-05-26 19:30:00,0,0
5455,2022-05-26 19:45:00,0,0
5456,2022-05-26 20:00:00,0,0
5457,2022-05-26 20:15:00,0,0
5458,2022-05-26 20:30:00,0,0
5459,2022-05-26 20:45:00,0,0
5460,2022-05-26 21:00:00,0,0
5461,2022-05-26 21:15:00,0,0
5462,2022-05-26 21:30:00,0,0
5463,2022-05-26 21:45:00,0,0
5464,2022-05-26 22:00:00,0,0
5465,2022-05-26 22:15:00,0,0
5466,2022-05-26 22:30:00,0,0
5467,2022-05-26 22:45:00,0,0
5468,2022-05-26 23:00:00,0,0
5469,2022-05-26 23:15:00,0,0
5470,2022-05-26 23:30:00,0,0
5471,2022-05-26 23:45:00,0,0
5472,2022-05-27 00:00:00,0,0
5473,2022-05-27 00:15:00,0,0
